store_id,uptime_last_hour(minutes),uptime_last_day(hours),uptime_last_week(hours),downtime_last_hour(minutes),downtime_last_day(hours),downtime_last_week(hours)
01da0a2e-7341-448d-a66f-920fccd80e37,391,15.6282456925,66.33217416472222,144,4.793622933888889,16.713467158055554
01dd1a67-9582-4c07-9c47-22990be20152,382,15.804034391944445,68.51349788222223,64,2.1178342344444445,7.3556133875
01e38f5a-0a56-4668-b0d1-9af60bbe4fb5,359,12.007205777222223,41.993394459722225,116,3.9146628491666666,14.145008825277777
01ec731b-b8d5-4de7-a557-2d78816129f9,0,0.0,0.0,535,20.92186862638889,86.61817039555557
0206379e-d0cb-4afb-95ad-4518d07316de,367,17.292724910833332,78.446128425,169,5.6124770488888895,19.59217381138889
02118686-3776-481b-89f1-a5cc03884878,365,14.235502600555556,58.86940131638889,141,4.686366025833333,16.709298195555554
021a3c1a-8328-4b6a-96a7-9fecc6975fd0,514,19.21420337833333,75.11707916527779,36,1.2076652480555556,4.206810674166667
021d0906-a2c2-4c3d-8920-085fb075879c,0,0.0,0.0,60,13.499722222222223,94.49805555555555
021d7a16-0bed-4856-83bc-12cfcf53706b,379,16.70274738138889,75.08419126138888,157,5.219121244999999,18.20858186888889
022ba325-8587-4897-98ff-7ec3ab2882c1,371,15.161976911666667,63.12319773527778,165,5.593225048055555,19.892681605833335
022cd15f-9128-49b1-90e4-5938be627015,758,27.070696974444445,107.00770789027779,78,2.601171651944444,9.117023400833334
0233b870-8996-4137-a1c8-3e4ea98180c9,386,15.108100112222223,61.235498087222226,120,3.980435180833333,13.870213919722222
0243e64c-623b-454f-bb57-e3fda1f46373,734,29.013100166944444,117.74934705555556,12,0.40876845944444445,1.4639947155555557
0261c842-c16e-4f50-a9d3-04018068f88b,0,0.0,0.0,60,13.499722222222223,94.49805555555555
02837d4e-3d98-44ee-8533-1c6821ae5ab8,0,0.0,0.0,0,0.0,53.0
028611d6-7305-4314-8355-fed01489c446,0,0.0,0.0,60,13.499722222222223,94.49805555555555
0291c820-61c0-4677-a883-cc86a5ff35e1,376,16.125124468055557,69.29599916666668,159,5.2967441583333335,18.481785102222222
02d16654-0bcf-49e1-9e3a-019555d6795a,0,0.0,0.0,60,17.0,123.99944444444445
02d6a0db-6c3d-4226-9563-5f861681ca30,364,14.386962768888889,58.32993743111111,141,4.701572524166667,16.407544134444443
02d77d60-f220-47ee-bcbe-d6639deee994,394,16.732112607222223,71.7524655538889,141,4.6897560191666665,16.346968173333334
02dcc084-0b71-4a95-8781-f2e195aeace6,567,23.47456161666667,98.34106526305557,178,5.9473070097222225,21.116926193055555
02e00fcb-db53-4633-aed6-5e964085d9e3,392,19.132125179722223,88.83101246694444,83,2.7730767800000002,9.641522658055557
02e3f453-bc00-4f84-a9ce-26f97ec3eacd,0,0.0,0.0,60,11.5,82.48333333333333
02e9a94c-1f23-48b7-b040-f8a9ceae10b8,0,0.0,0.0,355,13.92186862638889,68.72750980583334
031543eb-84ff-4d73-a811-b3bb44ac0c79,378,15.173092788055557,62.48721238527778,128,4.248775838333334,14.814864558888887
031782b3-fdfd-44c6-b0f4-c59b2cad6fcb,209,14.074698412777778,74.62114652944445,176,5.830503546944445,20.295928439166666
031901e1-53bc-4bf0-a3b3-527b2f192f9f,0,0.0,0.0,60,11.5,80.5
03243548-0353-4656-8079-7b2f89245a58,379,16.226251584722224,69.7125032075,156,5.195617041666667,18.125993525000002
0328b718-040e-4a09-9ea0-3d079d67fd87,0,0.0,0.0,60,13.249722222222223,92.74805555555555
0333f5b6-8846-40f7-9d17-6a637f0c93b7,0,0.0,0.0,60,13.999722222222223,97.99805555555555
034ce982-3714-44d2-92bd-2ecbb19418f3,373,16.003046409166668,67.01804915027778,163,5.418822217222222,22.704447660277776
034e20db-6a14-485a-810a-f9ca5d80116f,0,0.0,0.0,0,0.0,1.0
0366438a-d363-479d-89ef-33759e4b0eff,0,0.0,0.0,595,17.92186862638889,85.7720747775
03747da9-40cf-4b33-bec4-d6479751aac1,573,22.17240814861111,90.71581954749999,22,0.7494604777777777,2.8219151788888888
037ece62-20c9-4af6-9c98-5b1f65224237,399,16.885210271666665,72.36916855916667,136,4.536658354722222,15.809177693611112
0383e8f9-4fe2-4cfa-a4ca-879d6bf62839,378,17.660518159444443,79.93052380861111,157,5.244683800277778,18.298501928055558
03842999-9dd1-4e78-9ba7-cf4fd2ee8d82,392,16.99374954472222,67.78362176861111,143,4.761452415,22.59973092861111
03904864-f270-42c1-b993-9710c911509a,382,15.142657110555556,53.085061572499995,154,5.1125448491666665,26.61967379861111
03a8d396-bb73-431e-b05d-d30f31af22ea,388,18.0142812625,81.36301712111111,147,4.907309586111111,17.11187162388889
03d6ef9e-9da3-4c40-81a8-76b698c58af1,1195,43.90520195972222,168.71664834416666,0,0.0,0.0
03e68343-17dd-4c83-b885-a392ffe1ec29,377,14.800134400833334,60.00565391,129,4.288400892222222,14.9515403625
03edf5ed-e502-47f3-8a4a-2fe6cd05a712,554,19.53071692055556,90.28208981638889,41,3.3744850391666663,6.879131853055556
0415b056-3528-4711-a237-77126336b89d,359,15.202104104722222,64.54369240388888,146,4.219764521666667,13.110416202222222
04303893-f2a7-4fc5-b28d-c8479c8cb081,397,15.305433545833333,61.52841033611111,139,4.616435080555556,16.0958573275
0430dd56-c95b-405b-8fc2-3c4dda8b8367,0,0.0,0.0,60,11.0,77.0
0439f0ee-e1aa-43d1-b92f-7c4a301dd366,0,0.0,0.0,535,20.42186862638889,81.14336441388889
04462056-c979-46a1-bd3b-f1ed1dad404b,366,15.781749830277779,69.91786234555556,169,5.6401187961111106,19.690254140555556
044f0666-228e-43a8-ae30-05c01adf6c9c,0,0.0,0.0,60,17.5,122.5
045d0d07-62dd-41bb-a14f-c36a147131dc,0,0.0,0.0,505,20.92159084861111,89.26363799388889
0482449a-75a3-4eb9-bafc-0a47ec179c2d,397,15.609405992222223,63.578727781111105,108,3.8124626341666668,14.071565153611113
048b2d55-9b75-4d3c-bdba-d6036879a70a,0,0.0,0.0,60,16.0,112.0
04dc9f06-c976-4658-8a60-8e3a3fdd2b6e,0,0.0,0.0,60,10.5,75.5
04f696a6-bb96-44da-83f6-aba3df0db6dd,0,0.0,0.0,0,0.0,1.0
0509ef68-88a9-4cce-8616-6e5020fa6082,531,20.792184484444448,86.34344957611111,4,0.12968414194444444,0.4796511302777778
05282852-b122-45ac-84b8-a2c942fb6f51,387,15.485240278055555,63.75829955638889,118,3.936628348333333,13.71396526138889
052cf0ff-4f2a-4dff-855a-660c777d2b69,0,0.0,0.0,60,7.921868626388889,108.5
0546fd35-fb37-4527-97da-072a5c414bfa,384,17.89460694,82.87957247222222,91,3.027261686388889,10.535297688055556
0576222f-4d63-43ed-ab35-4a13bbf57d92,0,0.0,0.0,60,12.5,87.5
058fa7c5-7188-4f3f-887d-5b57961ba6bd,365,14.251421915833333,58.918754845833334,140,4.670446710555555,16.668121615833332
05ba7e4d-7f9a-4e24-9688-d77977f2ef3c,511,18.10365678611111,45.903122671388886,25,0.8182118402777778,26.616435196944444
05c494b1-9f50-4e50-b065-7f153e9c9e19,0,0.0,0.0,60,12.0,84.0
05c68e05-c705-41a7-b69d-e45575fa3203,371,15.164301571666666,42.136261356944445,164,5.590900388055556,40.88236523611111
05e1765c-23c2-4328-b480-720f4eb0216a,727,29.290597780833334,120.34911652805555,78,2.6309930677777777,9.249220124722223
05ed635e-3c11-423b-9800-721455624627,0,0.0,0.0,60,13.0,92.99944444444445
05eee01a-d332-4b19-8247-ce97fc1ff841,0,0.0,0.0,60,13.499722222222223,94.49805555555555
05f95809-82d2-41ce-a7d9-63c827ff6272,377,16.144673879722223,71.3749931175,158,5.277194746666666,18.41281468138889
05f9c84d-2aa9-4d8b-a0c6-b6238a7659dd,376,16.10975857027778,71.23407382583333,160,5.312110056111111,18.535849793888886
0625bc76-e197-47be-a81e-07f920acfed1,548,22.32659305,92.48412179083334,17,0.5786089097222222,2.041103782222222
0635382c-90bb-4fc0-ad07-1fd196e03aab,0,0.0,0.0,535,21.92159084861111,91.80615107027778
065393fb-674a-42e9-98e0-a66e88eda5dc,0,0.0,0.0,60,12.5,87.5
065820d9-397c-48e6-8f26-8033dc60ac49,0,0.0,0.0,60,10.5,73.5
0658e85b-df86-42e4-aba4-3ba34a00b810,0,0.0,0.0,0,1.0614647069444445,66.9
066985a2-f522-4570-aea5-0b8b47f67528,0,0.0,0.0,60,13.499722222222223,94.49805555555555
0684c0f7-7b0a-421e-9c59-6886a225f925,364,15.70196959611111,69.59529582083334,172,5.7198990302777775,19.971488208333334
06ad5ed8-6501-4d6e-8cb5-5cc2c657bf0a,369,15.871832180555556,68.27370533805555,167,5.550036445833333,19.374565881111113
06cefc5b-a6d0-4772-8bcc-b30609d2b2aa,0,0.0,0.0,0,9.5,67.0
06fec79a-9873-488a-9c6b-494c8294924b,0,0.0,0.0,535,20.42186862638889,81.35946121611111
072291a8-62d6-4721-b014-ac78983cfce5,0,0.0,0.0,60,24.0,168.0
074d5280-f7ed-4071-9697-88ab3af8bb62,520,18.41777523027778,68.91816516638889,15,0.5040933961111111,2.2561502475
075267fc-b2d6-46e1-b0e9-6afd75648fe2,0,0.0,0.0,60,7.999722222222222,55.99805555555555
0784b45b-19ed-4e45-b825-dde04b19783b,0,0.0,0.0,475,7.921868626388889,68.04637276555556
079c8703-2de8-4e41-a0db-7c8b192dc05c,549,22.391980875555557,92.63755650555555,16,0.5296099730555556,2.0214117383333337
07a320ae-e5ee-4a3c-b78e-8e4529026189,0,0.0,0.0,355,14.42186862638889,69.37774828277779
07ac5d39-ff8c-4d99-87d7-3376c65aa834,375,17.550924224166668,79.48612390694444,161,5.354277735555556,18.68538798722222
07b75ac2-241b-4a1d-80af-e8252e5495e8,0,0.0,0.0,60,17.0,119.0
07c9442d-c907-4e2f-abff-acc8cec5d222,0,0.0,0.0,60,8.92186862638889,77.0
07c97831-a322-433b-8a05-2eb23ec5c459,392,18.141802232222222,78.87383065611111,144,4.779788616388889,19.66493248916667
07e22d07-7019-4fa6-bdcf-dc328c2ece17,370,19.39530253388889,83.8850890811111,165,3.0098994258333334,9.274545224999999
07e4fd7f-c6cd-4277-8f60-f30259608cbf,0,0.0,0.0,0,4.061464706944444,24.433333333333334
07fcdf4b-3dd4-40e6-bd55-5f4014d1cbc5,460,17.413319126666668,59.89150498944445,15,0.5085494997222223,11.272948839166666
0821e15e-55f7-45ea-b634-9ec92fe00951,0,0.0,0.0,60,17.5,122.5
082390d5-018f-4c46-900a-002334f86d75,0,0.0,0.0,475,17.67186862638889,75.61611622083333
0824fff2-c17b-49ca-9565-28882b07dc94,396,16.799011559722224,72.00439755083333,139,4.622857066666667,16.11650952888889
083ed017-8335-4f5a-a366-c5bef530a704,524,18.52756621472222,68.36516453916667,27,0.8943024116666667,4.111629698611111
084c379d-a9a1-47f4-9c44-7783a3d8422c,0,0.0,0.0,60,13.499722222222223,94.49805555555555
08641830-2851-4831-aa22-fe13572d3d52,396,16.799332893055556,72.02307618972222,19,2.6225357333333337,14.111124853333333
08713845-29a2-4d5f-8aaa-e480e45425a7,0,0.0,0.0,60,13.999722222222223,97.99805555555555
08771e13-f497-4842-8a04-73e16c0474b1,738,27.288023306666666,101.57594385444443,37,1.6338453197222222,14.696303698333333
0890433c-1729-4973-a1d3-a9fd4b8fef04,551,22.45286164111111,92.86270141194446,14,0.46872920749999997,1.8268752030555555
089b570b-b6fc-46f3-aedf-b8e4be1c1347,0,0.0,0.0,475,20.92159084861111,91.49121944166667
08a80ec8-2f56-4462-aa33-4792249cc456,0,0.0,0.0,565,19.92186862638889,87.01325925583333
08af04ec-1d39-4792-9cb5-81a483348277,397,15.491188185555556,62.769321641388885,108,3.5973471074999996,12.532060740277776
08d0a3e9-6f41-4b80-a014-00c1500397fa,0,0.0,0.0,60,8.0,68.0
08e7b05e-f050-4599-93da-2a7b9e7ab350,385,15.929476056666667,66.49847771777777,120,3.9923925697222225,14.4347399175
08fbdf80-23c7-45ef-af61-4d96eef55939,0,0.0,0.0,415,20.92159084861111,98.85021971916667
091f8ba5-23f5-42f1-9d22-a14ec4117e07,0,0.0,0.0,60,24.0,168.0
092389b6-ad83-432b-9032-dbbfd9240ddd,0,0.0,0.0,715,25.42186862638889,91.14916995972222
093e1a63-a8d3-4148-8b17-af25e84c261c,0,0.0,0.0,60,12.0,84.0
09479b10-1fc7-4918-8a4e-6685bbc6eb51,0,0.0,0.0,505,19.92186862638889,80.95315949722222
094997a6-5252-4447-8e55-ec7cce81096f,359,15.230449229722224,61.514134016111115,146,4.191419396666666,16.173670150555555
094bc999-9283-4d07-a937-16fbd3fe47f6,460,17.404928873055557,69.34928031333334,15,0.5169397533333333,1.8110588008333333
094c0921-98a0-4b04-ada0-52f0f6622e22,0,0.0,0.0,0,0.0,35.5
0958d0f6-5d0d-4b9a-9558-05d6e785620d,0,0.0,0.0,535,20.92186862638889,86.86477987083333
09618efb-e8c3-44f3-83f2-5bdba16aedd5,0,0.0,0.0,60,7.999722222222222,55.99805555555555
0966252c-8aa8-4df2-9b5e-12d70133962f,375,15.093673076944444,62.166887351944446,130,4.328195549444445,15.094781981388888
09a25b19-799b-4f88-83b5-a75e3fa7d202,395,15.258066498888889,63.33839722638889,110,3.6638021275,12.761336090833334
09b607b1-5c38-4860-ae26-b5077e59c738,515,21.75520195972222,92.5603379575,0,0.0,0.0
09c76f4c-bf56-4af6-b37c-7c4b62d372ac,0,0.0,0.0,60,12.5,87.5
09cff62e-0332-46d4-a416-ab7184056a05,0,0.0,0.0,565,19.92186862638889,87.90700498277778
09dd70d2-72d0-4269-b10b-739420acde31,0,0.0,0.0,115,14.921590848611112,75.7655339475
09e52001-23f7-427c-ba88-44783e7fdfb9,0,0.0,0.0,60,11.5,80.5
09f658e0-10ee-469c-af5a-e44f74646cc3,0,0.0,0.0,415,18.92186862638889,84.07280724444445
0a09a2de-955d-44b1-98ce-9dab582ab6a8,390,18.096291599444445,78.68780329194443,145,4.825299249166666,19.827867076666667
0a1d42a2-f6ad-4c6b-9617-375126714502,186,3.094776027222222,26.45553509361111,350,18.327092599166665,61.25025452083333
0a20cafc-d4a6-4bdb-a52a-e2c2e8f2a976,0,0.0,0.0,60,10.416666666666666,75.41666666666667
0a3e62a2-c31f-49c2-be6e-e125fb6328c8,0,0.0,0.0,60,13.499722222222223,94.49805555555555
0a50074c-9657-440d-b399-e21525f8a216,382,15.332209955833335,63.127849529722226,123,4.089658670555556,14.255530514166665
0a72a6a2-bff0-4e09-afe2-cfd2ffadefae,378,16.16758958277778,71.4618162211111,158,5.2542790436111115,18.337818533055554
0aaec145-16d9-482f-a298-9ea0d46124fa,0,0.0,0.0,60,12.5,89.5
0ab1cbc7-5cdd-439b-af54-557a14b55b56,0,0.0,0.0,115,14.921590848611112,75.43510225555555
0ab69999-06a5-46aa-8d58-0aecbd94abcf,743,26.573666343611112,104.9801144686111,92,3.0982022827777778,10.86824287722222
0ad06e9f-7eb8-4b79-94af-25c48e3b1b78,733,29.006985874999998,117.72374308194445,12,0.4148827513888889,1.4863342113888889
0ae10fd2-556d-4db1-abc4-41acd095e9bc,454,17.194060247777777,66.18050272222222,22,0.727808378611111,4.87316946
0ae91163-7078-420d-9c9f-25e96d2127ea,0,0.0,0.0,60,17.0,118.0
0afb1f47-3f8c-4243-b2cd-5c6406d5a4bc,556,22.608495858888887,93.65461974194444,9,0.2967061008333333,1.11502675
0b2ffa63-52ad-489a-bbec-9f73de2b45e8,734,26.015182695,116.25914548722221,12,2.406685931388889,3.4550309344444443
0b30a877-421a-42d1-80f4-324bc4f460f8,0,0.0,0.0,60,7.983333333333333,55.88333333333333
0b4d7373-372a-4719-8ff9-2d6eddfc4249,366,14.77847446388889,60.89832592194445,139,4.6433941625,16.202386475
0b543008-ece8-4811-94b7-243f3ee445d6,515,21.25520195972222,89.231255105,0,0.0,5.984079153888889
0b5d3b31-6493-474b-9ef3-0b7447756616,384,15.367621884722222,63.26983238111111,122,4.054246741666667,14.131786596111112
0b63ed40-d9ff-4272-9908-3c7876a5eabd,389,18.049652533333333,81.49867109416667,146,4.871938315277777,16.993399489444446
0b63f634-c630-45ad-b26a-a3c2f5fa97e7,0,0.0,0.0,60,13.999722222222223,94.99888888888889
0b68a1f6-fe34-4812-b810-37057bb526a5,411,20.78573170416667,98.37113536944445,4,0.13585914444444444,0.47803344555555555
0b737678-e76a-405d-a13a-3715b3240199,0,0.0,0.0,415,20.92159084861111,98.12472812361112
0b86a98a-48b1-4253-aba3-59ee8231a22e,365,14.240529601944443,57.24761257916666,141,4.681339024444445,16.333686038055557
0ba0bc0f-a65e-409e-b6e7-838021fc85d1,553,20.746493454444447,81.93784452861112,103,3.4253751719444447,12.033433452777778
0ba209da-36cd-44c8-a1dd-782d5dfad450,396,16.792535027777777,73.97750362277777,139,4.629333598611112,16.139991587222223
0bab2448-2ab5-49f3-ab34-28f34b5eaaf9,369,15.867569495000001,68.2653863463889,167,5.5542991313888885,19.387060717500002
0bc0fc3c-1973-4456-bf54-e14e4ae12170,395,18.265799264444443,84.35427755500001,80,2.656069361944444,9.229204673888889
0bcf55b0-4714-4084-b312-4cb3d1075003,377,16.145752905833334,71.37606263388888,158,5.2761157205555556,18.412322325277778
0bd9e1f0-4f56-466b-a229-9d6ed262ec6f,390,16.567663918888886,71.08799852444444,146,4.8542047075,16.9260555725
0c635edf-84f7-434f-a8bf-40354c2ab23e,531,24.765187565555554,112.27477166694445,5,0.15640328305555556,0.5666919033333333
0c67b2e1-6349-40bc-b1cd-e59f47ffda5f,377,14.801794842222222,60.00164953611111,129,4.286740450833333,14.94792220888889
0c920bb4-d41d-4bc3-823b-936ed9c9b385,733,29.00732479166667,115.93661631361111,42,1.4145438347222221,6.774171058055556
0c992e40-98b2-4081-a47f-74bcd5b4008c,396,18.283773271111112,82.44361423777778,139,4.621428688611111,16.107203280833335
0ca52b72-9ac2-45da-8824-78a44e96e3d0,395,16.757926684444445,71.85579274388888,140,4.663941941944445,16.256713807222223
0cb18ddb-c9e1-497f-9229-99752e41144f,523,19.51678851777778,74.28263501722222,27,0.9050801086111111,5.190133154166666
0cb45c6f-6516-4e1a-8e28-9a3afef3f7c5,365,15.073267012777778,63.03449594944445,80,2.8486016136111107,10.557799636111111
0ccc4add-57b0-4d00-aaca-58c76136be59,369,15.388918611666666,64.84830394361111,136,4.532950014722222,15.814507476666666
0cdcb7fe-71db-45ed-b14e-2779e2b3a071,465,17.567838304722223,69.99513820888889,11,0.3540303216666667,1.2462152116666667
0ced9b3d-7465-4ccb-8b69-8d3869afbb19,515,18.79214652222222,89.37985769805555,0,2.9630554375,2.9630554375
0cf4c8fc-4479-470a-9b26-ed6b6dd2dbde,460,18.152266649999998,76.08854592861111,15,0.5196019763888889,1.8203446916666666
0d126a39-f3d5-4066-9fe5-9ba30f666f7f,0,0.0,0.0,60,10.0,71.0
0d1f3c70-f30f-4a50-8fea-d4fe8f914c5f,381,17.75665965916667,80.3139497275,155,5.1485423005555555,17.964808537222222
0d2388d6-5ac1-4cd7-8a70-08ad55c9141d,0,0.0,0.0,60,17.0,119.0
0d257b29-f267-4449-aa8e-c0e783eb841b,0,0.0,0.0,535,20.42186862638889,80.58404127861111
0d78c700-8921-4abb-982d-a2c8284d1bec,0,0.0,0.0,60,8.999722222222223,62.99805555555555
0d7d9253-2314-4797-814f-d283a3cebc00,395,19.253304699444445,88.02405289555556,200,3.6685639269444446,5.555755989444444
0dac031c-ab82-4e0d-ba97-e550bf055d69,344,11.735860363333332,52.62282466944445,46,5.014139636666666,10.127175330555556
0dbad7a9-23c3-4001-99e3-755de308e928,551,22.45850920638889,92.88524057333333,14,0.46308164222222226,1.807506368888889
0dbaefcd-2552-44b3-a2fe-7cb10ee8a672,0,0.0,0.0,60,12.5,87.5
0dc2139c-9540-4c8d-aab0-bf90bd0dd9ff,383,15.112448180555557,63.513226770555555,152,5.059420445833334,17.645576828055557
0dc5a4f0-f020-4ff0-b1ac-f6b64936e24f,0,0.0,0.0,60,13.499722222222223,94.49805555555555
0dcdb4e9-9acf-4c24-a588-314ebe8395d2,0,0.0,0.0,60,11.5,80.5
0de090df-f7c7-452e-9893-349563cc02d6,522,19.46143801111111,69.10448231277778,29,0.9604306152777778,10.341072060277778
0def886f-b664-4d60-91ae-71ff23134577,0,0.0,0.0,60,13.999722222222223,97.99805555555555
0df89218-fde7-4fc6-83da-1c2fc7b480a0,394,19.19875593111111,88.45289755666667,81,2.706446028611111,10.05393621
0df9efde-41eb-4883-a735-ddaac7184a08,0,0.0,0.0,535,21.90520195972222,91.89476572833333
0e134369-9e96-4759-b811-a78f80571740,363,14.697370216944446,62.57375396,172,5.724498409444445,19.98550093472222
0e2cd555-0ca8-4db3-99b2-0b54f969eaa2,0,0.0,0.0,60,16.0,112.0
0e310432-573a-49e8-a75c-ad9268b10cf4,834,20.534250667499997,85.66061058083334,1,0.887617958888889,5.389793380833334
0e38cb2f-600d-4f8d-9982-905a2b0fc06c,383,15.360341296666668,63.253574999166666,152,5.061527329722222,17.654229463333333
0e38d10b-fb0a-45b4-bf42-43205455695c,0,0.0,0.0,475,17.67186862638889,75.19468027666667
0e71b501-c981-4268-8fbd-63cdc5d285e1,0,0.0,0.0,565,17.42186862638889,82.56934921444444
0e778630-cc42-40a0-9b44-18602454c90f,552,22.479076713333335,92.96321436805555,13,0.44251413527777783,1.7399027455555556
0e80489e-0b5b-4fff-bcc3-31bcc4e6c733,367,19.323921784166668,92.58209881916666,18,0.5976690644444445,2.0398802852777775
0ea9d2fc-17cf-4d77-9147-b4775864b5e1,0,0.0,0.0,60,24.0,168.0
0eae663e-bccd-48a3-a998-ef33853be2e1,0,0.0,0.0,60,24.0,168.0
0eae8642-9aea-49d7-bf56-ab99114f0a8a,515,21.738535293055556,92.6362667588889,0,0.0,0.0
0eb76f7a-284b-4d02-8a21-c35ceefaeced,0,0.0,0.0,565,17.42186862638889,83.29026354416666
0ebd8dc1-0972-43df-833c-ec302423b4b6,367,14.479913712777778,58.70700630638889,138,4.608621580277778,16.078030349444443
0ebda6ee-4b42-4c26-b374-7e3b5c17a84e,747,26.71995605888889,104.34016080916666,88,2.9519125675,10.356052836111111
0ecb240a-05f3-416e-b2aa-8cd4478fcdbd,372,15.996304554722222,68.78355020916666,163,5.425564071666667,18.93538226861111
0efe4eb0-4769-4a30-81ff-19fac0f571d0,0,0.0,0.0,60,17.0,119.0
0f2070b7-9ac9-4e56-9c2a-0abf16f10c80,0,0.0,0.0,535,9.92186862638889,71.09444203583334
0f2778f5-9b40-4c19-bd93-4dba7761386c,365,15.072431503888888,63.030737672777775,80,2.8494371225,10.560403699722222
0f650df2-4fad-4fd9-8af3-2e7c0c8405c9,395,16.744452686666666,71.80035328611112,141,4.677415939722222,16.30484307
0f68cf51-10bd-4789-8aff-c9da54ceb384,393,15.700713421666666,64.6245554275,112,3.7211552047222223,12.9581890875
0f695357-7a33-4d86-b797-2f3450c91111,394,16.065116919166666,67.06729513416667,141,4.690085040555555,16.35224569888889
0f6cae78-502d-416b-870e-c2b86ab151ca,364,14.37405634361111,58.27978702333333,142,4.714478949444445,16.451282917222223
0f6ffa59-b050-4ae5-b0db-431a59537407,0,0.0,0.0,60,13.999722222222223,97.99805555555555
0f721b99-b645-44dc-bf6d-a5b9a417d4e4,0,0.0,0.0,60,13.499722222222223,94.49805555555555
0f8e5020-8a7d-49dc-9819-69042c7e2639,380,18.74853889888889,87.2910878675,95,3.1730519497222223,11.047747415555556
0f8f8a33-6ccb-4be1-8e5d-8cbd48ee6a03,0,0.0,0.0,60,17.5,122.5
0fa45136-e56d-4896-94ef-fc09a7060d0b,0,0.0,0.0,60,13.999722222222223,97.99805555555555
0fb49f61-2dd2-4ba8-87b5-4c9f2c0e748e,455,16.245934823611112,63.212914211944444,20,0.6759338027777778,2.366965203055556
0fb4daf9-d8dd-47f3-80e2-0d4b84822bcd,390,17.098647270833332,73.6990352375,145,4.823221355555556,19.819231120833333
0fdc41ad-acee-4531-817f-cd37383ddb63,515,21.75520195972222,92.23995019055555,0,0.0,0.0
0fdd7089-05b5-43db-8124-e7b3b09486d7,0,0.0,0.0,60,13.499722222222223,94.49805555555555
